Type de changement	 Fichier non corrigé	 Fichier corrigé	 Mots du fichier non corrigé remplacés dans le fichier corrigé	 Mots remplaçants dans le fichier corrigé	
equal 	   EN_non_corr_lg_9.csv[0:13]	 EN_corr_lg_9.csv[0:13]	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']	 ['"Poesies', 'DE', 'Valentin', '"', 'HENRI', 'PUBLIEES', 'MM. T. LAROUSSILHE', '"Passage Choiseul', 'PARIS', 'J. GIRMA', 'LIBRAIRE', '24"', '"Boulevard Gambetta']
equal 	   EN_non_corr_lg_9.csv[6800:6812]	 EN_corr_lg_9.csv[6321:6333]	 ['"Elever assez haut mes poétiques ailes\xa0;', '"', 'Voulut', 'Colbert', 'i A Auteuil', 'Marquez', '"Ignace', 'Étant,"', 'Arnauld', 'grand Arnauld', 'Courez', 'Aurore']	 ['"Elever assez haut mes poétiques ailes\xa0;', '"', 'Voulut', 'Colbert', 'i A Auteuil', 'Marquez', '"Ignace', 'Étant,"', 'Arnauld', 'grand Arnauld', 'Courez', 'Aurore']
replace	   EN_non_corr_lg_9.csv[6812:6813]	 EN_corr_lg_9.csv[6333:6334]	 ['Hydaspe']	 ['Hydaspes']
equal 	   EN_non_corr_lg_9.csv[6813:6816]	 EN_corr_lg_9.csv[6334:6337]	 ['Barbin', 'M. Arnauld', 'Indes']	 ['Barbin', 'M. Arnauld', 'Indes']
replace	   EN_non_corr_lg_9.csv[6816:6817]	 EN_corr_lg_9.csv[6337:6338]	 ['"Epitre xi']	 ['"Pitre xi']
equal 	   EN_non_corr_lg_9.csv[6817:6824]	 EN_corr_lg_9.csv[6338:6345]	 ['A MON JARDINIER', 'Laborieux"', 'Antoine', 'j ardin d’Auteuil', 'Sais si', 'Quintinie', 'Effrayer les oiseaux']	 ['A MON JARDINIER', 'Laborieux"', 'Antoine', 'j ardin d’Auteuil', 'Sais si', 'Quintinie', 'Effrayer les oiseaux']
replace	   EN_non_corr_lg_9.csv[6824:6825]	 EN_corr_lg_9.csv[6345:6346]	 ['Aimon']	 ['Simon']
equal 	   EN_non_corr_lg_9.csv[6825:6846]	 EN_corr_lg_9.csv[6346:6367]	 ['Charlemagne', 'de France', 'Mons', 'Namur', 'Alexandre', 'Un bizarre', 'Antoine', 'Fît', 'Sût', 'Daguesseau', 'Sût', 'Me', 'Antoine', 'Promettent', 'Sorcières', 'Orphées', 'Que l’ennuyeux loisir', 'Muses', 'Usurpant', 'Irritent', 'La pierre']	 ['Charlemagne', 'de France', 'Mons', 'Namur', 'Alexandre', 'Un bizarre', 'Antoine', 'Fît', 'Sût', 'Daguesseau', 'Sût', 'Me', 'Antoine', 'Promettent', 'Sorcières', 'Orphées', 'Que l’ennuyeux loisir', 'Muses', 'Usurpant', 'Irritent', 'La pierre']
insert	   EN_non_corr_lg_9.csv[6846:6846]	 EN_corr_lg_9.csv[6367:6368]	       []	 ['Renaud']
equal 	   EN_non_corr_lg_9.csv[6846:6847]	 EN_corr_lg_9.csv[6368:6369]	 ['Rainssant']	 ['Rainssant']
replace	   EN_non_corr_lg_9.csv[6847:6848]	 EN_corr_lg_9.csv[6369:6370]	 ['Brayer']	 ['Brayer 1']
equal 	   EN_non_corr_lg_9.csv[6848:6851]	 EN_corr_lg_9.csv[6370:6373]	 ['Reconnais', 'Antoine', 'i Fameux']	 ['Reconnais', 'Antoine', 'i Fameux']
replace	   EN_non_corr_lg_9.csv[6851:6852]	 EN_corr_lg_9.csv[6373:6374]	 ['"Epitre xii']	 ['"Pitre xii']
equal 	   EN_non_corr_lg_9.csv[6852:6854]	 EN_corr_lg_9.csv[6374:6376]	 ['SUR L’"', '"AMOUR DE DIEU']	 ['SUR L’"', '"AMOUR DE DIEU']
replace	   EN_non_corr_lg_9.csv[6854:6855]	 EN_corr_lg_9.csv[6376:6377]	    ['"']	 ['A"']
equal 	   EN_non_corr_lg_9.csv[6855:6876]	 EN_corr_lg_9.csv[6377:6398]	 ['Dieu', 'Aux yeux de Dieu', 'Dieu', 'Le Saint-Esprit', 'Y', 'Luther', 'Craint', 'Dieu', 'Dieu', 'Vil', 'Dieu', 'A', 'Confesseurs', 'Dieu', 'Renaudot', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Docte', 'Dieu']	 ['Dieu', 'Aux yeux de Dieu', 'Dieu', 'Le Saint-Esprit', 'Y', 'Luther', 'Craint', 'Dieu', 'Dieu', 'Vil', 'Dieu', 'A', 'Confesseurs', 'Dieu', 'Renaudot', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Docte', 'Dieu']
replace	   EN_non_corr_lg_9.csv[6876:6880]	 EN_corr_lg_9.csv[6398:6402]	 ['Platons', 'Dieu', 'Dieu', 'EPITRE XII']	 ['Platon', 'Dieu', 'Dieu', 'PITRE XII']
equal 	   EN_non_corr_lg_9.csv[6880:6891]	 EN_corr_lg_9.csv[6402:6413]	 ['Dieu', 'Allume', 'Dieu', 'Dieu', 'De l’amour', 'Dieu', 'Innocent XI', 'Innocent XII', 'Dieu', 'Ni le chrétien en pleurs', 'Église']	 ['Dieu', 'Allume', 'Dieu', 'Dieu', 'De l’amour', 'Dieu', 'Innocent XI', 'Innocent XII', 'Dieu', 'Ni le chrétien en pleurs', 'Église']
insert	   EN_non_corr_lg_9.csv[6891:6891]	 EN_corr_lg_9.csv[6413:6414]	       []	 ['éau']
equal 	   EN_non_corr_lg_9.csv[6891:6912]	 EN_corr_lg_9.csv[6414:6435]	 ['Dieu', 'Dieu', 'Le Saint-Esprit', 'Satan', 'Avouez', 'Donner', 'Dieu', 'Est', 'Dont', 'Pouvoir', 'Cacher', 'Dieu', 'Où crut', 'Abély', 'En vers audacieux', 'Le Dieu', 'Dieu', 'Isambert', '"Val\xa0?', 'Dieu"', 'Oseront']	 ['Dieu', 'Dieu', 'Le Saint-Esprit', 'Satan', 'Avouez', 'Donner', 'Dieu', 'Est', 'Dont', 'Pouvoir', 'Cacher', 'Dieu', 'Où crut', 'Abély', 'En vers audacieux', 'Le Dieu', 'Dieu', 'Isambert', '"Val\xa0?', 'Dieu"', 'Oseront']
delete	   EN_non_corr_lg_9.csv[6912:6914]	 EN_corr_lg_9.csv[6435:6435]	 ['i Auteur', 'cetle']	 []
equal 	   EN_non_corr_lg_9.csv[6914:6921]	 EN_corr_lg_9.csv[6435:6442]	 ['Dieu', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Séparera']	 ['Dieu', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Dieu', 'Séparera']
replace	   EN_non_corr_lg_9.csv[6921:6926]	 EN_corr_lg_9.csv[6442:6445]	 ['Malheureux qui soutiens', 'Prétendis', '"EPITRE XII', 'De quelque ardeur pour moi sentît les mouvements,', 'Et gardât"']	 ['Malheureux', '"PITRE XII', '"']
equal 	   EN_non_corr_lg_9.csv[6926:6948]	 EN_corr_lg_9.csv[6445:6467]	 ['Orthodoxe', 'Avez délivré l’homme', '"Créateur\xa0;', '"', 'Dieu', 'Dieu', 'Dieu', '"Soutenir l’amertume et la dérision.', '"', 'Demeura', 'Binsfeld', 'Basile Ponce', 'concile de Trente', 'Saint-Augustin', '"M. POUJOULAT', '"', 'Boileau', 'Boileau', 'Boileau', 'Les Satires', 'Épîtres', 'Art poétique']	 ['Orthodoxe', 'Avez délivré l’homme', '"Créateur\xa0;', '"', 'Dieu', 'Dieu', 'Dieu', '"Soutenir l’amertume et la dérision.', '"', 'Demeura', 'Binsfeld', 'Basile Ponce', 'concile de Trente', 'Saint-Augustin', '"M. POUJOULAT', '"', 'Boileau', 'Boileau', 'Boileau', 'Les Satires', 'Épîtres', 'Art poétique']
insert	   EN_non_corr_lg_9.csv[6948:6948]	 EN_corr_lg_9.csv[6467:6469]	       []	 ['"épître aux Poisons,', 'composée de"']
equal 	   EN_non_corr_lg_9.csv[6948:6975]	 EN_corr_lg_9.csv[6469:6496]	 ['Boileau', 'Boileau', 'France', 'poëme de Despréaux', 'Phébus', 'Apollon', 'Fidèle', '"Art poétique l’un après l’autre, les éclaircissements,', 'les rapprochements et les rectifications"', 'Boileau', 'Faret', 'comte d’', 'Richelieu', 'Lorraine', 'Vaugelas', 'Boisrobert', 'Académie française', 'Honnête', 'Pélisson', 'Boileau', '"VAlaric de', 'Scudéri."', 'Horace', 'Apollon', 'Virgile', 'Scarron', 'Tabarin']	 ['Boileau', 'Boileau', 'France', 'poëme de Despréaux', 'Phébus', 'Apollon', 'Fidèle', '"Art poétique l’un après l’autre, les éclaircissements,', 'les rapprochements et les rectifications"', 'Boileau', 'Faret', 'comte d’', 'Richelieu', 'Lorraine', 'Vaugelas', 'Boisrobert', 'Académie française', 'Honnête', 'Pélisson', 'Boileau', '"VAlaric de', 'Scudéri."', 'Horace', 'Apollon', 'Virgile', 'Scarron', 'Tabarin']
insert	   EN_non_corr_lg_9.csv[6975:6975]	 EN_corr_lg_9.csv[6496:6497]	       []	 ['Àsouci']
equal 	   EN_non_corr_lg_9.csv[6975:6977]	 EN_corr_lg_9.csv[6497:6499]	 ['Paris', 'Despréaux']	 ['Paris', 'Despréaux']
replace	   EN_non_corr_lg_9.csv[6977:6978]	 EN_corr_lg_9.csv[6499:6500]	 ['Charles d’Assouci']	 ['Charles d’Associ']
equal 	   EN_non_corr_lg_9.csv[6978:6998]	 EN_corr_lg_9.csv[6500:6520]	 ['Parnasse', 'marmiton des Muses', 'Scarron', 'Boileau', 'Cicéron', 'Boileau', 'Parnasse', 'Boileau', 'xiie', 'Boileau', 'Romancero français', 'Villon', 'Villon', 'Rabelais', 'Fontaine', 'Villon', 'Boileau', 'Boileau', 'Ronsard', 'Français']	 ['Parnasse', 'marmiton des Muses', 'Scarron', 'Boileau', 'Cicéron', 'Boileau', 'Parnasse', 'Boileau', 'xiie', 'Boileau', 'Romancero français', 'Villon', 'Villon', 'Rabelais', 'Fontaine', 'Villon', 'Boileau', 'Boileau', 'Ronsard', 'Français']
delete	   EN_non_corr_lg_9.csv[6998:6999]	 EN_corr_lg_9.csv[6520:6520]	 ['hault']	 []
equal 	   EN_non_corr_lg_9.csv[6999:7008]	 EN_corr_lg_9.csv[6520:6529]	 ['Ronsard', 'Boileau', 'la Bruyère', 'Ronsard', 'Ronsard', 'Boileau', 'Ronsard', 'Dante', 'Boileau']	 ['Ronsard', 'Boileau', 'la Bruyère', 'Ronsard', 'Ronsard', 'Boileau', 'Ronsard', 'Dante', 'Boileau']
insert	   EN_non_corr_lg_9.csv[7008:7008]	 EN_corr_lg_9.csv[6529:6531]	       []	 ['"épître aux Poisons.', '"']
equal 	   EN_non_corr_lg_9.csv[7008:7020]	 EN_corr_lg_9.csv[6531:6543]	 ['la France', 'Victor Hugo', 'Cromwell', '"Ronsard, «\xa0un art"', 'Boileau', 'Boileau', 'Abject', 'Fait parler ses bergers', 'Victor Hugo', 'Boileau', 'Théocrite', 'Virgile']	 ['la France', 'Victor Hugo', 'Cromwell', '"Ronsard, «\xa0un art"', 'Boileau', 'Boileau', 'Abject', 'Fait parler ses bergers', 'Victor Hugo', 'Boileau', 'Théocrite', 'Virgile']
insert	   EN_non_corr_lg_9.csv[7020:7020]	 EN_corr_lg_9.csv[6543:6544]	       []	 ['pr']
equal 	   EN_non_corr_lg_9.csv[7020:7021]	 EN_corr_lg_9.csv[6544:6545]	 ['Auguste']	 ['Auguste']
replace	   EN_non_corr_lg_9.csv[7021:7026]	 EN_corr_lg_9.csv[6545:6548]	 ['Tityre', '"Ménalque', 'et"', 'Boileau', 'Combaud']	 ['"Titre et Mélibée, Mécalque', 'et Mopsus\xa0?"', 'Boileau']
equal 	   EN_non_corr_lg_9.csv[7026:7028]	 EN_corr_lg_9.csv[6548:6550]	 ['Maynard', 'Malleville']	 ['Maynard', 'Malleville']
replace	   EN_non_corr_lg_9.csv[7028:7029]	 EN_corr_lg_9.csv[6550:6551]	 ['Sainlonge']	 ['Saintonge']
equal 	   EN_non_corr_lg_9.csv[7029:7037]	 EN_corr_lg_9.csv[6551:6559]	 ['Henri IV', 'Louis XIII', 'Louis XIV', 'Académie française', '"Marie de', 'Médicis"', 'Henri IV', 'Malherbe']	 ['Henri IV', 'Louis XIII', 'Louis XIV', 'Académie française', '"Marie de', 'Médicis"', 'Henri IV', 'Malherbe']
replace	   EN_non_corr_lg_9.csv[7037:7038]	 EN_corr_lg_9.csv[6559:6560]	 ['Gombaud']	 ['Tombeau']
equal 	   EN_non_corr_lg_9.csv[7038:7055]	 EN_corr_lg_9.csv[6560:6577]	 ['Maynard', 'Toulouse', 'Régnier', '"Desportes,', 'et pour maître"', 'Malherbe', 'cardinal de Richelieu', 'Maynard', 'François Ier', '"Cocyte\xa0:', 'S’il me demande à quel emploi', 'Tu m’as"', 'État', 'Rome', 'M. de Noailles', 'Urbain', 'Maynard']	 ['Maynard', 'Toulouse', 'Régnier', '"Desportes,', 'et pour maître"', 'Malherbe', 'cardinal de Richelieu', 'Maynard', 'François Ier', '"Cocyte\xa0:', 'S’il me demande à quel emploi', 'Tu m’as"', 'État', 'Rome', 'M. de Noailles', 'Urbain', 'Maynard']
delete	   EN_non_corr_lg_9.csv[7055:7056]	 EN_corr_lg_9.csv[6577:6577]	  ['Las']	 []
equal 	   EN_non_corr_lg_9.csv[7056:7061]	 EN_corr_lg_9.csv[6577:6582]	 ['Muses', 'Art poétique', 'Job', 'Uranie', 'Malleville']	 ['Muses', 'Art poétique', 'Job', 'Uranie', 'Malleville']
replace	   EN_non_corr_lg_9.csv[7061:7062]	 EN_corr_lg_9.csv[6582:6583]	 ['Relie Matineuse']	 ['Relie Patineuse']
equal 	   EN_non_corr_lg_9.csv[7062:7102]	 EN_corr_lg_9.csv[6583:6623]	 ['Ménage.', 'maréchal de Bassompierre', 'Boileau', '"Évangile\xa0»,', 'et"', 'André', 'André', 'Boullanger', 'France', 'Bossuet', 'Bourdaloue', 'Massillon', 'Boileau', 'P. André', 'Église', 'saint Augustin', 'saint Ambroise', 'saint Jérôme', 'saint Grégoire le Grand', 'P. André', 'saint Grégoire le Grand', 'P. André', 'grand Condé', 'saint Paul', 'Paris', 'abbé Bossuet', 'Boileau', '"Horace, de"', 'Perse', 'Juvénal', 'Régnier', 'Despréaux', 'Boileau', 'Régnier', 'Régnier', 'Régnier', 'Boileau', 'Boileau', 'Français', 'Olivier Basselin']	 ['Ménage.', 'maréchal de Bassompierre', 'Boileau', '"Évangile\xa0»,', 'et"', 'André', 'André', 'Boullanger', 'France', 'Bossuet', 'Bourdaloue', 'Massillon', 'Boileau', 'P. André', 'Église', 'saint Augustin', 'saint Ambroise', 'saint Jérôme', 'saint Grégoire le Grand', 'P. André', 'saint Grégoire le Grand', 'P. André', 'grand Condé', 'saint Paul', 'Paris', 'abbé Bossuet', 'Boileau', '"Horace, de"', 'Perse', 'Juvénal', 'Régnier', 'Despréaux', 'Boileau', 'Régnier', 'Régnier', 'Régnier', 'Boileau', 'Boileau', 'Français', 'Olivier Basselin']
replace	   EN_non_corr_lg_9.csv[7102:7103]	 EN_corr_lg_9.csv[6623:6624]	 ['Val-de-Vire']	 ['Ral-de-Vie']
equal 	   EN_non_corr_lg_9.csv[7103:7108]	 EN_corr_lg_9.csv[6624:6629]	 ['Normandie', 'Despréaux', 'Pierre Petit', 'Paris', 'Mazarin']	 ['Normandie', 'Despréaux', 'Pierre Petit', 'Paris', 'Mazarin']
replace	   EN_non_corr_lg_9.csv[7108:7110]	 EN_corr_lg_9.csv[6629:6632]	 ['Inventez des ressorts', 'Boileau']	 ['Inventer', 'Boileau', 'Inventer']
equal 	   EN_non_corr_lg_9.csv[7110:7127]	 EN_corr_lg_9.csv[6632:6649]	 ['M. Sainte-Beuve', 'Boileau', 'Despréaux', 'Tienne', 'Vauvenargues', 'Corneille', 'Racine', 'Mothe-Houdard', 'Voltaire', 'la Mothe', 'M. Victor Hugo', 'Cromwell', 'Lilliput', '"Lilliput\xa0»\xa0!', '"', 'Plaire', 'France']	 ['M. Sainte-Beuve', 'Boileau', 'Despréaux', 'Tienne', 'Vauvenargues', 'Corneille', 'Racine', 'Mothe-Houdard', 'Voltaire', 'la Mothe', 'M. Victor Hugo', 'Cromwell', 'Lilliput', '"Lilliput\xa0»\xa0!', '"', 'Plaire', 'France']
replace	   EN_non_corr_lg_9.csv[7127:7128]	 EN_corr_lg_9.csv[6649:6650]	 ['Espaguols']	 ['Espagnols']
equal 	   EN_non_corr_lg_9.csv[7128:7129]	 EN_corr_lg_9.csv[6650:6651]	 ['Anglais']	 ['Anglais']
replace	   EN_non_corr_lg_9.csv[7129:7130]	 EN_corr_lg_9.csv[6651:6652]	 ['Athalie']	 ['Nathalie']
equal 	   EN_non_corr_lg_9.csv[7130:7165]	 EN_corr_lg_9.csv[6652:6687]	 ['Aristote', 'Voltaire', 'Aristote', 'Corneille', 'Aristote', 'Horace', 'Boileau', 'Corneille', 'Boileau', 'Corneille', 'Sophocle', '"Où jamais n’atteignit la faiblesse latine,', 'Boileau"', '"Quintilien, liv"', 'M. Daunou', '"Art poétique,', 'fait"', 'Quintilien', 'Quintilien', 'Thyeste', 'Varius', 'Eschyle', 'Sophocle', 'Boileau', 'pays du Midi', 'Crèche', 'France', 'Boileau', 'Horace', 'Sénèque', '"le Tragique de décrire sans', 'raison', 'En quel affreux"', 'Euxin', 'Tanaïs']	 ['Aristote', 'Voltaire', 'Aristote', 'Corneille', 'Aristote', 'Horace', 'Boileau', 'Corneille', 'Boileau', 'Corneille', 'Sophocle', '"Où jamais n’atteignit la faiblesse latine,', 'Boileau"', '"Quintilien, liv"', 'M. Daunou', '"Art poétique,', 'fait"', 'Quintilien', 'Quintilien', 'Thyeste', 'Varius', 'Eschyle', 'Sophocle', 'Boileau', 'pays du Midi', 'Crèche', 'France', 'Boileau', 'Horace', 'Sénèque', '"le Tragique de décrire sans', 'raison', 'En quel affreux"', 'Euxin', 'Tanaïs']
replace	   EN_non_corr_lg_9.csv[7165:7166]	 EN_corr_lg_9.csv[6687:6688]	 ['Artamène']	 ['Aramène']
equal 	   EN_non_corr_lg_9.csv[7166:7174]	 EN_corr_lg_9.csv[6688:6696]	 ['Cyrus', 'Mlle de Scudéri', 'Juba', '"Cléopâtre,', 'composé"', 'Cléopâtre', 'Artaban', 'Boileau']	 ['Cyrus', 'Mlle de Scudéri', 'Juba', '"Cléopâtre,', 'composé"', 'Cléopâtre', 'Artaban', 'Boileau']
replace	   EN_non_corr_lg_9.csv[7174:7176]	 EN_corr_lg_9.csv[6696:6698]	 ['Desmarets', 'Desmarets']	 ['Desmarest', 'Desmarest']
equal 	   EN_non_corr_lg_9.csv[7176:7178]	 EN_corr_lg_9.csv[6698:6700]	 ['Clovis', 'France']	 ['Clovis', 'France']
insert	   EN_non_corr_lg_9.csv[7178:7178]	 EN_corr_lg_9.csv[6700:6701]	       []	 ['"Enéde, «\xa0la poésie"']
equal 	   EN_non_corr_lg_9.csv[7178:7182]	 EN_corr_lg_9.csv[6701:6705]	 ['Neptune', 'Éole', 'Junon', 'Tritons']	 ['Neptune', 'Éole', 'Junon', 'Tritons']
replace	   EN_non_corr_lg_9.csv[7182:7184]	 EN_corr_lg_9.csv[6705:6706]	 ['Pan', 'Parques']	 ['Marques']
equal 	   EN_non_corr_lg_9.csv[7184:7233]	 EN_corr_lg_9.csv[6706:6755]	 ['Boileau', 'Le Paradis perdu de Milton', 'Voltaire', 'France', 'Homère', 'Boileau', 'le Paradis perdu', '"Milton', 'n’aurait pas été"', 'Despréaux', 'Boileau', 'Molière', 'Misanthrope', 'Molière', 'Boileau', 'Molière', 'Térence', 'Boileau', 'Florence', 'Paris', 'Claude Perrault', 'Boileau', 'Charles Perrault', 'Boileau', 'Claude Perrault', 'Despréaux', 'Claude Perrault', 'Boileau', '"Charles', 'Perrault"', 'Boileau', 'Homère', 'Bergerac', 'Boileau', 'Périgourdin', 'Pédant', 'Voyage dans la lune', '"Histoire comique', 'des États et empires du soleil"', 'Voltaire', 'Fontenelle', 'Bergerac', "A'Agrippine", 'Séjan', 'Séjan', 'Boileau', 'Boileau', '"Charles', 'du Perrier"']	 ['Boileau', 'Le Paradis perdu de Milton', 'Voltaire', 'France', 'Homère', 'Boileau', 'le Paradis perdu', '"Milton', 'n’aurait pas été"', 'Despréaux', 'Boileau', 'Molière', 'Misanthrope', 'Molière', 'Boileau', 'Molière', 'Térence', 'Boileau', 'Florence', 'Paris', 'Claude Perrault', 'Boileau', 'Charles Perrault', 'Boileau', 'Claude Perrault', 'Despréaux', 'Claude Perrault', 'Boileau', '"Charles', 'Perrault"', 'Boileau', 'Homère', 'Bergerac', 'Boileau', 'Périgourdin', 'Pédant', 'Voyage dans la lune', '"Histoire comique', 'des États et empires du soleil"', 'Voltaire', 'Fontenelle', 'Bergerac', "A'Agrippine", 'Séjan', 'Séjan', 'Boileau', 'Boileau', '"Charles', 'du Perrier"']
replace	   EN_non_corr_lg_9.csv[7233:7234]	 EN_corr_lg_9.csv[6755:6756]	 ['VArt']	 ['ARt']
equal 	   EN_non_corr_lg_9.csv[7234:7239]	 EN_corr_lg_9.csv[6756:6761]	 ['"Charles', 'du Perrier"', 'Aix', 'Provence', 'Malherbe']	 ['"Charles', 'du Perrier"', 'Aix', 'Provence', 'Malherbe']
replace	   EN_non_corr_lg_9.csv[7239:7240]	 EN_corr_lg_9.csv[6761:6762]	 ['Santeul']	 ['Sainte']
equal 	   EN_non_corr_lg_9.csv[7240:7245]	 EN_corr_lg_9.csv[6762:6767]	 ['Boileau', 'Virgile', 'Horace', 'Racine', 'Louis Racine']	 ['Boileau', 'Virgile', 'Horace', 'Racine', 'Louis Racine']
insert	   EN_non_corr_lg_9.csv[7245:7245]	 EN_corr_lg_9.csv[6767:6768]	       []	 ['PORTIQUE']
equal 	   EN_non_corr_lg_9.csv[7245:7250]	 EN_corr_lg_9.csv[6768:6773]	 ['Boileau', 'Boileau', 'Orphée', 'Boileau', 'Dieu']	 ['Boileau', 'Boileau', 'Orphée', 'Boileau', 'Dieu']
replace	   EN_non_corr_lg_9.csv[7250:7251]	 EN_corr_lg_9.csv[6773:6774]	 ['"Chant i']	 ['"Chant e']
equal 	   EN_non_corr_lg_9.csv[7251:7261]	 EN_corr_lg_9.csv[6774:6784]	 ['"', 'Parnasse', 'Pense', 'Ciel', 'Phébus', 'Pégase', 'Courez du bel esprit', '"Ni prendre pour génie un amour de rimer\xa0:', 'Craignez"', 'Sait']	 ['"', 'Parnasse', 'Pense', 'Ciel', 'Phébus', 'Pégase', 'Courez du bel esprit', '"Ni prendre pour génie un amour de rimer\xa0:', 'Craignez"', 'Sait']
replace	   EN_non_corr_lg_9.csv[7261:7262]	 EN_corr_lg_9.csv[6784:6785]	 ['"ART POETIQUE']	 ['"ART PORTIQUE']
equal 	   EN_non_corr_lg_9.csv[7262:7263]	 EN_corr_lg_9.csv[6785:6786]	 ['Malherbe"']	 ['Malherbe"']
replace	   EN_non_corr_lg_9.csv[7263:7265]	 EN_corr_lg_9.csv[6786:6788]	 ['"Philis, les bergers et les bois\xa0:', 'Mais souvent un esprit"']	 ['Lacan', 'Philips']
equal 	   EN_non_corr_lg_9.csv[7265:7266]	 EN_corr_lg_9.csv[6788:6789]	 ['Méconnaît']	 ['Méconnaît']
replace	   EN_non_corr_lg_9.csv[7266:7268]	 EN_corr_lg_9.csv[6789:6791]	 ['Faret', 'Charbonner']	 ['"Faret 2', 'Charbonnier"']
equal 	   EN_non_corr_lg_9.csv[7268:7281]	 EN_corr_lg_9.csv[6791:6804]	 ['Chanter du peuple hébreu', 'Moïse', 'Court', 'Pharaon', 'l’Italie', 'Moïse', 'Honnête', 'Saint-Amant', 'CHANT I', 'Fuyez', 'Heureux', 'Ciel', 'Scudéri']	 ['Chanter du peuple hébreu', 'Moïse', 'Court', 'Pharaon', 'l’Italie', 'Moïse', 'Honnête', 'Saint-Amant', 'CHANT I', 'Fuyez', 'Heureux', 'Ciel', 'Scudéri']
replace	   EN_non_corr_lg_9.csv[7281:7282]	 EN_corr_lg_9.csv[6804:6805]	 ['"ART POETIQUE']	 ['"ART PORTIQUE']
equal 	   EN_non_corr_lg_9.csv[7282:7287]	 EN_corr_lg_9.csv[6805:6810]	 ['"', 'Barbin', 'Trompa', 'Le Parnasse', 'Apollon']	 ['"', 'Barbin', 'Trompa', 'Le Parnasse', 'Apollon']
replace	   EN_non_corr_lg_9.csv[7287:7288]	 EN_corr_lg_9.csv[6810:6811]	 ['Assoucy']	 ['Associ']
equal 	   EN_non_corr_lg_9.csv[7288:7294]	 EN_corr_lg_9.csv[6811:6817]	 ['Dédaigna', 'Distingua', 'Marot', 'Pont-Neuf 3', 'Sublime', 'Ayez']	 ['Dédaigna', 'Distingua', 'Marot', 'Pont-Neuf 3', 'Sublime', 'Ayez']
replace	   EN_non_corr_lg_9.csv[7294:7295]	 EN_corr_lg_9.csv[6817:6818]	 ['VOvide']	 ['OVide']
equal 	   EN_non_corr_lg_9.csv[7295:7324]	 EN_corr_lg_9.csv[6818:6847]	 ['mithridate', 'Suspende', 'Gardez', 'Fuyez', 'Parnasse françois', 'Le caprice', 'Villon', 'Débrouiller', 'Marot', '"Tourna des triolets, rima des mascarades,', '"', 'A', 'Ronsard', 'Réglant', 'Vit', 'Tomber', 'Rendit', 'Desportes', 'Bertaut', 'Malherbe', 'France', 'Fit', 'Roman de la Rose', 'Marchez', '"Ni d’un vers ampoulé l’orgueilleux solécisme.', 'Sans la langue"', 'Travaillez', 'Scudéri', 'Vingt fois sur le métier remettez']	 ['mithridate', 'Suspende', 'Gardez', 'Fuyez', 'Parnasse françois', 'Le caprice', 'Villon', 'Débrouiller', 'Marot', '"Tourna des triolets, rima des mascarades,', '"', 'A', 'Ronsard', 'Réglant', 'Vit', 'Tomber', 'Rendit', 'Desportes', 'Bertaut', 'Malherbe', 'France', 'Fit', 'Roman de la Rose', 'Marchez', '"Ni d’un vers ampoulé l’orgueilleux solécisme.', 'Sans la langue"', 'Travaillez', 'Scudéri', 'Vingt fois sur le métier remettez']
replace	   EN_non_corr_lg_9.csv[7324:7325]	 EN_corr_lg_9.csv[6847:6848]	 ['Dépouillez']	 ['Dépouille']
equal 	   EN_non_corr_lg_9.csv[7325:7335]	 EN_corr_lg_9.csv[6848:6858]	 ['Ah\xa0!', 'Un sot', '"ART POÉTIQUE', 'Ne"', '"Chanter Flore, les champs,"', 'Pomone', 'Changer Narcisse', 'Daphné', 'Rend', 'Telle']	 ['Ah\xa0!', 'Un sot', '"ART POÉTIQUE', 'Ne"', '"Chanter Flore, les champs,"', 'Pomone', 'Changer Narcisse', 'Daphné', 'Rend', 'Telle']
insert	   EN_non_corr_lg_9.csv[7335:7335]	 EN_corr_lg_9.csv[6858:6859]	       []	 ['"Sait, les cheveux épas,"']
equal 	   EN_non_corr_lg_9.csv[7335:7353]	 EN_corr_lg_9.csv[6859:6877]	 ['Amour', 'Ovide', '"églogue iv.', 'Élevant"', 'Pise', 'Chante', 'Mène', 'Achille', '"Simoïs,', 'Ou"', 'Escaut', 'Louis', 'Vante', 'Iris', 'Garde', 'Maigres historiens', 'Dôle', 'Lille']	 ['Amour', 'Ovide', '"églogue iv.', 'Élevant"', 'Pise', 'Chante', 'Mène', 'Achille', '"Simoïs,', 'Ou"', 'Escaut', 'Louis', 'Vante', 'Iris', 'Garde', 'Maigres historiens', 'Dôle', 'Lille']
replace	   EN_non_corr_lg_9.csv[7353:7354]	 EN_corr_lg_9.csv[6877:6879]	  ['Ait']	 ['"Méserai,', 'Ait"']
